番組	回	タイトル	再生	配信日	再生時間(分)	再生回数
heldio	216	#216. 2021年によく聴かれた放送	<a href='https://voicy.jp/channel/1950/257113'>play link</a>	2022/01/02	10	447
heldio	215	#215. 女性行為者接尾辞 -ster	<a href='https://voicy.jp/channel/1950/256815'>play link</a>	2022/01/01	10	495
heldio	214	#214. -er か -or か迷ったときのヒント	<a href='https://voicy.jp/channel/1950/256734'>play link</a>	2021/12/31	10	607
heldio	213	#213. 英単語の平均音節数は？	<a href='https://voicy.jp/channel/1950/256325'>play link</a>	2021/12/30	10	440
heldio	212	#212. なぜ Y は「ワイ」と読むの？	<a href='https://voicy.jp/channel/1950/255902'>play link</a>	2021/12/29	10	523
heldio	211	#211. 借用の多い言語と少ない言語	<a href='https://voicy.jp/channel/1950/254745'>play link</a>	2021/12/28	10	467
heldio	210	#210. オープン借用とむっつり借用	<a href='https://voicy.jp/channel/1950/254737'>play link</a>	2021/12/27	10	436
heldio	209	#209. tenth 「10分の1」と tithe 「10分の1税」	<a href='https://voicy.jp/channel/1950/254450'>play link</a>	2021/12/26	9	409
heldio	208	#208. enough の複数形は enow？	<a href='https://voicy.jp/channel/1950/253892'>play link</a>	2021/12/25	10	452
heldio	207	#207. Kachru による ENL, ESL, EFL モデル	<a href='https://voicy.jp/channel/1950/252878'>play link</a>	2021/12/23	10	389
heldio	206	#206. 疑いの「2」	<a href='https://voicy.jp/channel/1950/252853'>play link</a>	2021/12/23	10	501
heldio	205	#205. -en, -ling, -kin ー 様々な指小辞	<a href='https://voicy.jp/channel/1950/252440'>play link</a>	2021/12/22	10	468
heldio	204	#204. country, double, touch の〈ou〉	<a href='https://voicy.jp/channel/1950/251855'>play link</a>	2021/12/21	10	469
heldio	203	#203. though と although の用法差と語源	<a href='https://voicy.jp/channel/1950/251375'>play link</a>	2021/12/20	10	514
heldio	202	#202. child と children の母音の長さ	<a href='https://voicy.jp/channel/1950/250996'>play link</a>	2021/12/19	10	481
heldio	201	#201. seldom, whilom の -om	<a href='https://voicy.jp/channel/1950/250616'>play link</a>	2021/12/18	10	509
heldio	200	#200. keep - kept - kept のナゾ	<a href='https://voicy.jp/channel/1950/250106'>play link</a>	2021/12/17	10	529
heldio	199	#199. read - read - read のナゾ	<a href='https://voicy.jp/channel/1950/249788'>play link</a>	2021/12/16	10	695
heldio	198	#198. die と death ー 抽象名詞を作る -th	<a href='https://voicy.jp/channel/1950/249283'>play link</a>	2021/12/15	10	483
heldio	197	#197. repair 「修理する」には「行く」の意味もあった！	<a href='https://voicy.jp/channel/1950/248621'>play link</a>	2021/12/14	10	491
heldio	196	#196. 伝統 tradition と反逆 treason は2重語！	<a href='https://voicy.jp/channel/1950/248262'>play link</a>	2021/12/13	10	443
heldio	195	#195. なぜ英語には多数の強意語があるのですか？	<a href='https://voicy.jp/channel/1950/247819'>play link</a>	2021/12/12	10	477
heldio	194	#194. 意外と多いオランダ語からの借用語	<a href='https://voicy.jp/channel/1950/247446'>play link</a>	2021/12/11	10	488
heldio	193	#193. Lady Chapel に残る（残っていない）属格	<a href='https://voicy.jp/channel/1950/246493'>play link</a>	2021/12/10	10	458
heldio	192	#192. アルファベット最後の文字の発音はゼッドかズィーか？	<a href='https://voicy.jp/channel/1950/246128'>play link</a>	2021/12/09	10	499
heldio	191	#191. 人称って何？	<a href='https://voicy.jp/channel/1950/245889'>play link</a>	2021/12/08	10	596
heldio	190	#190. ネイティヴがよく間違えるスペリング	<a href='https://voicy.jp/channel/1950/245518'>play link</a>	2021/12/07	10	543
heldio	189	#189. It's か 'Tis か ー 前接語と後接語	<a href='https://voicy.jp/channel/1950/244967'>play link</a>	2021/12/06	10	472
heldio	188	#188. drunken driver：-en 付き過去分詞形容詞	<a href='https://voicy.jp/channel/1950/244666'>play link</a>	2021/12/05	10	474
heldio	187	#187. -ed をエッドと発音する過去分詞形容詞 (2)	<a href='https://voicy.jp/channel/1950/242428'>play link</a>	2021/12/04	10	456
heldio	186	#186. -ed をエッドと発音する過去分詞形容詞 (1)	<a href='https://voicy.jp/channel/1950/242424'>play link</a>	2021/12/03	10	514
heldio	185	#185. -ed の3つの発音	<a href='https://voicy.jp/channel/1950/242412'>play link</a>	2021/12/02	10	553
heldio	184	#184. I have no money with me. の me	<a href='https://voicy.jp/channel/1950/242364'>play link</a>	2021/12/01	10	510
heldio	183	#183. egges/eyren：卵を巡るキャクストンの有名な逸話	<a href='https://voicy.jp/channel/1950/241822'>play link</a>	2021/11/30	10	531
heldio	182	#182. egg 「卵」は古ノルド語からの借用語！	<a href='https://voicy.jp/channel/1950/241819'>play link</a>	2021/11/29	11	521
heldio	181	#181. 古ノルド語からの借用語がなかったら英語は話せない！？	<a href='https://voicy.jp/channel/1950/241447'>play link</a>	2021/11/28	10	756
heldio	180	#180. 和田忍先生との対談2：ヴァイキングと英語史	<a href='https://voicy.jp/channel/1950/240720'>play link</a>	2021/11/27	10	805
heldio	179	#179. 和田忍先生との対談：ヴァイキングの活動と英語文献作成の関係	<a href='https://voicy.jp/channel/1950/240707'>play link</a>	2021/11/26	10	886
heldio	178	#178. 未来進行形のもう1つの使い途	<a href='https://voicy.jp/channel/1950/240294'>play link</a>	2021/11/25	10	587
heldio	177	#177. 3単現のゼロを示すイングランド東中部方言	<a href='https://voicy.jp/channel/1950/239380'>play link</a>	2021/11/24	10	515
heldio	176	#176. Your Majesty 「陛下」の確立は17世紀	<a href='https://voicy.jp/channel/1950/239362'>play link</a>	2021/11/23	10	499
heldio	175	#175. of a Sunday 「日曜日などに」ってどういうこと？	<a href='https://voicy.jp/channel/1950/238858'>play link</a>	2021/11/22	10	517
heldio	174	#174. ten と -teen	<a href='https://voicy.jp/channel/1950/236950'>play link</a>	2021/11/21	9	510
heldio	173	#173. 立命館大学、岡本広毅先生との対談：国際英語とは何か？	<a href='https://voicy.jp/channel/1950/238452'>play link</a>	2021/11/20	10	635
heldio	172	#172. dinner と supper の語源	<a href='https://voicy.jp/channel/1950/236075'>play link</a>	2021/11/19	10	558
heldio	171	#171. z と r の発音は意外と似ていた！	<a href='https://voicy.jp/channel/1950/235972'>play link</a>	2021/11/18	10	548
heldio	170	#170. -ment, -ance など近代英語の名詞語尾の乱立	<a href='https://voicy.jp/channel/1950/235963'>play link</a>	2021/11/17	10	551
heldio	169	#169. なぜ used to do が「〜したものだった」なの？	<a href='https://voicy.jp/channel/1950/235574'>play link</a>	2021/11/16	10	944
heldio	168	#168. 星の star と星座の constellation	<a href='https://voicy.jp/channel/1950/235566'>play link</a>	2021/11/15	10	551
heldio	167	#167. ローマ数字についてあれこれ	<a href='https://voicy.jp/channel/1950/235280'>play link</a>	2021/11/14	10	518
heldio	166	#166. なぜ score は「得点」のほかに「20」の意味をもつの？	<a href='https://voicy.jp/channel/1950/234806'>play link</a>	2021/11/13	10	538
heldio	165	#165. Japanese の -ese って何？	<a href='https://voicy.jp/channel/1950/234404'>play link</a>	2021/11/12	8	657
heldio	164	#164. アメリカ英語の歴史と時代区分	<a href='https://voicy.jp/channel/1950/233525'>play link</a>	2021/11/11	10	608
heldio	163	#163. you の発音が「ユー」になるまでの長い道のり	<a href='https://voicy.jp/channel/1950/232063'>play link</a>	2021/11/10	10	585
heldio	162	#162. 重要な文法的単語には強音と弱音の2つの発音がある	<a href='https://voicy.jp/channel/1950/232053'>play link</a>	2021/11/09	10	547
heldio	161	#161. dog の形容詞形は、まったく予想できない canine	<a href='https://voicy.jp/channel/1950/232041'>play link</a>	2021/11/08	10	529
heldio	160	#160. fallen leaves は「落ちられた葉っぱ」？	<a href='https://voicy.jp/channel/1950/232037'>play link</a>	2021/11/07	10	552
heldio	159	#159. 意外と多い、アメリカで借用されたヨーロッパ語の単語	<a href='https://voicy.jp/channel/1950/231636'>play link</a>	2021/11/06	10	515
heldio	158	#158. up と down、上か下か？	<a href='https://voicy.jp/channel/1950/231291'>play link</a>	2021/11/05	10	561
heldio	157	#157. 英語の発音の規範を定めた John Walker	<a href='https://voicy.jp/channel/1950/230335'>play link</a>	2021/11/04	10	547
heldio	156	#156. なぜ send - sent - sent なの？	<a href='https://voicy.jp/channel/1950/229525'>play link</a>	2021/11/03	10	568
heldio	155	#155. ノルド人とノルマン人は違います	<a href='https://voicy.jp/channel/1950/229218'>play link</a>	2021/11/02	10	575
heldio	154	#154. 形容詞語尾 -ive のナゾ	<a href='https://voicy.jp/channel/1950/229195'>play link</a>	2021/11/01	10	525
heldio	153	#153. faithful & lovable ー 英仏混種語	<a href='https://voicy.jp/channel/1950/229107'>play link</a>	2021/10/31	10	581
heldio	152	#152. なぜ will must のように助動詞を並べてはダメなの？	<a href='https://voicy.jp/channel/1950/228744'>play link</a>	2021/10/30	10	661
heldio	151	#151. なぜindustryには「産業」と「勤勉」の意味があるの？	<a href='https://voicy.jp/channel/1950/226895'>play link</a>	2021/10/29	10	580
heldio	150	#150. help の後に来るのは原形不定詞か to 不定詞か？	<a href='https://voicy.jp/channel/1950/226873'>play link</a>	2021/10/28	10	647
heldio	149	#149. 対談　「毎日古英語」のまさにゃんと、古英語ってどんな言語？	<a href='https://voicy.jp/channel/1950/227290'>play link</a>	2021/10/27	10	849
heldio	148	#148. 古英語期ってどんな時代？	<a href='https://voicy.jp/channel/1950/226858'>play link</a>	2021/10/26	10	916
heldio	147	#147. 仮定法フレンドリーなアメリカ英語？	<a href='https://voicy.jp/channel/1950/226463'>play link</a>	2021/10/25	10	530
heldio	146	#146. スウィフトが批判した省略語 mob, rep	<a href='https://voicy.jp/channel/1950/225999'>play link</a>	2021/10/24	10	489
heldio	145	#145. 3段階で拡張してきた英語帝国	<a href='https://voicy.jp/channel/1950/225622'>play link</a>	2021/10/23	10	500
heldio	144	#144. 対談　井上逸兵先生と「英語新書ブーム」を語る	<a href='https://voicy.jp/channel/1950/225145'>play link</a>	2021/10/22	10	800
heldio	143	#143. スペリングに注意 proceed とrecede	<a href='https://voicy.jp/channel/1950/224659'>play link</a>	2021/10/21	10	503
heldio	142	#142. ワッフル、ウエハース、ゴーフルはみんな親戚	<a href='https://voicy.jp/channel/1950/224220'>play link</a>	2021/10/20	10	490
heldio	141	#141. 対談　英語史×国際英語	<a href='https://voicy.jp/channel/1950/223418'>play link</a>	2021/10/19	10	619
heldio	140	#140. 対談　英語史の入門書	<a href='https://voicy.jp/channel/1950/223416'>play link</a>	2021/10/18	10	856
heldio	139	#139. 英語史の世界にようこそ	<a href='https://voicy.jp/channel/1950/222642'>play link</a>	2021/10/17	10	546
heldio	138	#138. an angel of a girl 「天使のような少女」？	<a href='https://voicy.jp/channel/1950/222625'>play link</a>	2021/10/16	10	552
heldio	137	#137. 英語とギリシア語の関係って？	<a href='https://voicy.jp/channel/1950/221683'>play link</a>	2021/10/15	10	644
heldio	136	#136. 名詞を大文字書きで始めていた17-18世紀	<a href='https://voicy.jp/channel/1950/220739'>play link</a>	2021/10/14	10	539
heldio	135	#135. 今はなき古英語の接頭辞 ge- の化石的生き残り	<a href='https://voicy.jp/channel/1950/220729'>play link</a>	2021/10/13	10	669
heldio	134	#134. 地球46億年の歴史における世界語としての英語	<a href='https://voicy.jp/channel/1950/220715'>play link</a>	2021/10/12	10	585
heldio	133	#133. 前置詞ならぬ後置詞の存在	<a href='https://voicy.jp/channel/1950/220301'>play link</a>	2021/10/11	10	761
heldio	132	#132. 文字通りの意味で用いられない literally	<a href='https://voicy.jp/channel/1950/219924'>play link</a>	2021/10/10	10	567
heldio	131	#131. state と estate	<a href='https://voicy.jp/channel/1950/219583'>play link</a>	2021/10/09	10	542
heldio	130	#130. state 「国家」と statistics 「統計学」	<a href='https://voicy.jp/channel/1950/219561'>play link</a>	2021/10/09	10	567
heldio	129	#129. なぜ英語は世界語となっているのですか？	<a href='https://voicy.jp/channel/1950/219020'>play link</a>	2021/10/08	10	588
heldio	128	#128. i, j の上の点は何？	<a href='https://voicy.jp/channel/1950/218574'>play link</a>	2021/10/07	10	627
heldio	127	#127. -ly が付かない単純形副詞の用法と歴史	<a href='https://voicy.jp/channel/1950/217732'>play link</a>	2021/10/05	10	644
heldio	126	#126. 英語には性別を区別しない共性の3人称代名詞がない！	<a href='https://voicy.jp/channel/1950/217695'>play link</a>	2021/10/05	10	507
heldio	125	#125. Oddly enough のどこが十分なんじゃ！	<a href='https://voicy.jp/channel/1950/217205'>play link</a>	2021/10/04	10	499
heldio	124	#124. cleric, clerk, Clark は3重語	<a href='https://voicy.jp/channel/1950/216599'>play link</a>	2021/10/03	10	480
heldio	123	#123. much と match ー 「チ」はどう綴る？	<a href='https://voicy.jp/channel/1950/216231'>play link</a>	2021/10/02	10	526
heldio	122	#122. sad のもともとの意味は「満足しきった」	<a href='https://voicy.jp/channel/1950/215835'>play link</a>	2021/10/01	10	544
heldio	121	#121. 母音 i は小さくて近くて親しい印象	<a href='https://voicy.jp/channel/1950/214754'>play link</a>	2021/09/30	10	527
heldio	120	#120. wheel ー 車輪がコロコロ	<a href='https://voicy.jp/channel/1950/214614'>play link</a>	2021/09/29	10	571
heldio	119	#119. アメリカ語法は英語を堕落させている！？	<a href='https://voicy.jp/channel/1950/214170'>play link</a>	2021/09/28	10	588
heldio	118	#118. danger のもともとの意味は「権力」	<a href='https://voicy.jp/channel/1950/213767'>play link</a>	2021/09/27	10	569
heldio	117	#117. 「動物」を意味した deer, beast, animal	<a href='https://voicy.jp/channel/1950/213404'>play link</a>	2021/09/26	10	533
heldio	116	#116. nice のもともとの意味は「愚かな」	<a href='https://voicy.jp/channel/1950/207059'>play link</a>	2021/09/25	10	562
